,Address,Price,Beds,Baths
2947,555 Wilson Ave 1108,"$599,900 CAD",1+1 beds,1 baths
2948,6 Jackes Ave 505,"$1,187,990 CAD",1+1 beds,2 baths
2949,55 Pelham Rd,"$1,299,900 CAD",6+1 beds,5 baths
2950,197 King St,"$579,900 CAD",6 beds,4 baths
2951,151 Benjamin Boake Tr,"$1,899,000 CAD",5+2 beds,4 baths
2952,399 Rossmore Blvd,"$4,800,000 CAD",5+1 beds,7 baths
2953,2518 Lake Shore Blvd,"$1,499,999 CAD",3+2 beds,3 baths
2954,13864 Kennedy Rd,"$3,299,888 CAD",4+2 beds,4 baths
2955,53 Caprara Cres,"$1,999,800 CAD",5+1 beds,5 baths
2956,37 Private Dr,"$599,000 CAD",1 beds,1 baths
2957,38 Fairbairn Gate,"$2,688,000 CAD",3+2 beds,4 baths
2958,24 Banner Lane,"$2,688,800 CAD",5+1 beds,4 baths
2959,47 Moneypenny Pl,"$998,000 CAD",3+1 beds,4 baths
2960,20 Wildwood Ave,"$1,599,900 CAD",3 beds,4 baths
2961,1352 Pape Ave,"$1,299,000 CAD",4+1 beds,2 baths
2962,261 Lester St 503,"$610,000 CAD",5 beds,2 baths
2963,383 Dundas St 37,"$799,000 CAD",3 beds,2 baths
2964,150 Main St 1008,"$1,025,000 CAD",2 beds,3 baths
2965,150 Main St 310,"$579,900 CAD",2 beds,2 baths
2966,35 Via Rosedale 213,"$599,900 CAD",2 beds,2 baths
2967,1 Blanche Lane Lane 809,"$699,900 CAD",2 beds,2 baths
2968,2910 Highway 7 Rd 208,"$759,990 CAD",2 beds,1 baths
2969,1359 Neilson Rd 57,"$739,000 CAD",3 beds,3 baths
2970,2 White Abbey Park 10,"$649,900 CAD",2 beds,2 baths
2971,1607 King St 307,"$789,900 CAD",2+1 beds,2 baths
2972,19 Bathurst St 705,"$599,997 CAD",1 beds,1 baths
2973,38 Avenue Rd 410,"$2,995,000 CAD",2+1 beds,3 baths
2974,146 Talon Lake Rd,"$649,980 CAD",3 beds,2 baths
2975,268 Chartwell Rd,"$4,990,000 CAD",5 beds,5 baths
2976,24 Gaukel St 902,"$639,900 CAD",2 beds,2 baths
2977,1607 King St 215,"$899,900 CAD",3+1 beds,2 baths
2978,75 The Don Way 1005,"$499,999 CAD",0 beds,1 baths
2979,260 Finch Ave Unit 3,"$955,000 CAD",2+1 beds,2 baths
2980,373008 Sixth Line,"$3,149,000 CAD",4+1 beds,3 baths
2981,40 Mattice Rd,"$3,475,000 CAD",4 beds,6 baths
2982,117 Blue Forest Cres B23U141,"$879,000 CAD",3 beds,2 baths
2983,70 High Oak Tr,"$6,000,000 CAD",5+1 beds,5 baths
2984,70 Annie Craig Dr 3205,"$1,149,900 CAD",2 beds,2 baths
2985,2910 Highway 7 Rd 3008,"$599,000 CAD",1+1 beds,2 baths
2986,525 Adelaide St 217,"$599,000 CAD",1 beds,1 baths
2987,14 St. George St,"$389,500 CAD",3 beds,3 baths
2988,203 Arthur St,"$399,000 CAD",0 beds,0 baths
2989,3900 Highway 35 Rd,"$3,990,000 CAD",9+3 beds,4 baths
2990,5651 Arthur St,"$799,900 CAD",3+1 beds,3 baths
2991,544 Highway 35 Frwy,"$3,250,000 CAD",3+2 beds,4 baths
2992,102 Parkview Rd,"$659,900 CAD",3 beds,2 baths
2993,255 Riverside Dr,"$495,900 CAD",5 beds,3 baths
2994,11153 East West Garafraxa Line,"$2,999,999 CAD",4 beds,2 baths
2995,391 Gerard Lake Rd,"$279,000 CAD",2 beds,1 baths
2996,286 Hansen Rd,"$999,000 CAD",4+2 beds,3 baths
2997,2450 Meadowood Cres,"$3,498,000 CAD",4 beds,4 baths
2998,47 Campbell Ave,"$1,050,000 CAD",3+1 beds,2 baths
2999,17440 Bathurst St,"$1,995,000 CAD",3 beds,1 baths
3000,17070 Keele St,"$5,150,000 CAD",3 beds,4 baths
3001,41 Heathfield Dr,"$2,350,000 CAD",5 beds,4 baths
3002,22 Bellbrook Rd,"$2,850,000 CAD",4+2 beds,6 baths
3003,18 Josephine St,"$899,900 CAD",3 beds,2 baths
3004,192 Parkview Ave,"$2,488,000 CAD",4+2 beds,3 baths
3005,630 Princess St 206,"$585,000 CAD",4 beds,2 baths
3006,41 Lakeshore Dr 406,"$529,000 CAD",2 beds,1 baths
3007,251 Manitoba St 2010,"$773,999 CAD",2 beds,2 baths
3008,251 Manitoba St 2805,"$837,000 CAD",2 beds,2 baths
3009,1035 Southdown Rd 1711,"$1,199,900 CAD",2 beds,2 baths
3010,80 Horseshoe Blvd 201,"$549,600 CAD",2+1 beds,2 baths
3011,175 Millway Ave,"$559,000 CAD",1 beds,1 baths
3012,175 Millway Ave 3807,"$669,000 CAD",1+1 beds,2 baths
3013,10 York St 4803,"$1,380,000 CAD",2+1 beds,3 baths
3014,29 Queens Quay 626,"$1,299,990 CAD",2+1 beds,2 baths
3015,55 Ontario St 714,"$549,900 CAD",1 beds,1 baths
3016,565 Wilson Ave 619W,"$570,000 CAD",1 beds,1 baths
3017,21 Iceboat Terr 722,"$509,999 CAD",0 beds,1 baths
3018,501 Adelaide St 602,"$1,249,990 CAD",2 beds,2 baths
3019,5 St Joseph St 1104,"$748,000 CAD",1+1 beds,1 baths
3020,115 Creekwood Crt,"$2,088,000 CAD",4 beds,4 baths
3021,90 St. Paul St,"$1,899,000 CAD",0 beds,0 baths
3022,30 Victoria St,"$574,900 CAD",3+2 beds,2 baths
3023,59 Kennedy St,"$600,000 CAD",2+3 beds,2 baths
3024,2577 Highway 124 Dr,"$499,000 CAD",3 beds,1 baths
3025,672 Cleveland Rd,"$989,000 CAD",2 beds,1 baths
3026,125 Prospect Hill,"$699,900 CAD",3+1 beds,4 baths
3027,361 Hannah Rd 285,"$1,250,000 CAD",3+1 beds,1 baths
3028,8625 Creditview Rd,"$2,999,000 CAD",5+3 beds,5 baths
3029,123 Sixteenth St,"$2,249,000 CAD",4 beds,5 baths
3030,10 Seaforth Ave,"$1,990,000 CAD",3+1 beds,3 baths
3031,127 Main St,"$2,398,000 CAD",4+1 beds,5 baths
3032,10 Houghton Blvd,"$3,199,000 CAD",4+1 beds,5 baths
3033,11 Freemon Redmon Circ,"$1,524,990 CAD",4 beds,5 baths
3034,7675 Thickson Rd,"$1,499,999 CAD",3 beds,2 baths
3035,93 Ormond Dr,"$799,900 CAD",3 beds,1 baths
3036,201 Ritson Rd,"$799,900 CAD",3+1 beds,2 baths
3037,670 Birchmount Rd,"$1,499,000 CAD",4 beds,4 baths
3038,174 Betty Ann Dr,"$2,029,999 CAD",3 beds,2 baths
3039,32 Dromore Cres,"$1,380,000 CAD",2+1 beds,2 baths
3040,370 Glencairn Ave,"$7,799,000 CAD",4+2 beds,7 baths
3041,2438 Bayview Ave,"$6,000,000 CAD",5+1 beds,6 baths
3042,560 North Service Rd 606,"$749,900 CAD",2 beds,2 baths
3043,950 Marguerite Ave 107,"$449,000 CAD",2 beds,2 baths
3044,251 Manitoba St 133,"$1,050,000 CAD",2 beds,2 baths
3045,1127 Cooke Blvd 509,"$499,900 CAD",1 beds,1 baths
3046,4208 Dundas St 406,"$889,900 CAD",2 beds,2 baths
3047,30 Gloucester St 1110,"$399,000 CAD",1 beds,1 baths
3048,50 Ordnance St 2004,"$699,000 CAD",1 beds,1 baths
3049,13 Harold St,"$1,999,998 CAD",3+1 beds,3 baths
3050,165 Clark Ave,"$2,377,000 CAD",4+3 beds,4 baths
3051,10 Oscar Crt,"$2,700,000 CAD",3+2 beds,2 baths
3052,4107 County Road 507 Rd,"$1,499,000 CAD",2+2 beds,3 baths
3053,4186 Mountain St,"$749,900 CAD",3 beds,1 baths
3054,77 Sunset Beach Rd,"$1,639,000 CAD",3+1 beds,2 baths
3055,107 Northolt Cres,"$1,388,999 CAD",4+2 beds,5 baths
3056,7711 Green Vista Gate 721,"$599,000 CAD",2 beds,2 baths
3057,251 Manitoba St 911,"$600,000 CAD",1 beds,1 baths
3058,7167 Yonge St 105,"$599,000 CAD",1+1 beds,2 baths
3059,50 Ordnance St 712,"$849,000 CAD",2 beds,2 baths
3060,563 6th Concession Rd,"$1,799,000 CAD",3+1 beds,2 baths
3061,22 Crimson Ridge Dr,"$154,900 CAD",0 beds,0 baths
3062,84 Wellington St,"$1,050,000 CAD",5 beds,3 baths
3063,217 Steranko Lane,"$1,200,000 CAD",3 beds,3 baths
3064,4556 Eagleson Line,"$3,995,000 CAD",3+1 beds,3 baths
3065,213 Pleasant Point Rd,"$425,000 CAD",0 beds,0 baths
3066,5308 Rice Lake Scenic Dr 130,"$1,800,000 CAD",3+1 beds,6 baths
3067,49 Lakeview Dr,"$1,300,000 CAD",0 beds,0 baths
3068,628258 Grey Road 119,"$949,000 CAD",3+1 beds,2 baths
3069,38 First St,"$849,900 CAD",3 beds,2 baths
3070,295 Mortimer Cres,"$1,150,000 CAD",3 beds,3 baths
3071,1594 Calverton Crt,"$3,299,800 CAD",4 beds,4 baths
3072,245 Angelene St,"$1,249,000 CAD",2 beds,2 baths
3073,75 Owen St,"$1,495,000 CAD",3 beds,3 baths
3074,2306 8 Line,"$1,080,000 CAD",0 beds,0 baths
3075,10 Artesian Ind. Pkwy,"$720,000 CAD",0 beds,0 baths
3076,2 Hughes St,"$1,499,988 CAD",3+2 beds,3 baths
3077,40 Glenview Ave,"$989,000 CAD",3 beds,3 baths
3078,15 Rosemary Ave,"$3,999,000 CAD",3+2 beds,3 baths
3079,529 Carrville Rd,"$1,589,000 CAD",3+1 beds,3 baths
3080,308 Forest Ridge Rd,"$5,890,000 CAD",5+1 beds,10 baths
3081,267 Maple Grove Dr,"$1,950,000 CAD",4 beds,3 baths
3082,9836 Keele St,"$1,898,900 CAD",4 beds,3 baths
3083,1844 Pebblestone Rd,"$1,999,000 CAD",0 beds,0 baths
3084,13 Ontario St,"$1,049,999 CAD",3+2 beds,2 baths
3085,117 Lord Seaton Rd,"$3,688,000 CAD",3 beds,4 baths
3086,21 Glen Edyth Dr,"$4,388,000 CAD",4 beds,5 baths
3087,1300 Marlborough Crt 509,"$750,000 CAD",3+1 beds,2 baths
3088,9471 Yonge St 1512,"$698,000 CAD",1+1 beds,1 baths
3089,39 Harris Way,"$829,000 CAD",3 beds,2 baths
3090,1100 Kingston Rd 301,"$625,000 CAD",1+1 beds,1 baths
3091,403 Church St 405,"$728,000 CAD",1+1 beds,1 baths
3092,30 Nelson St 229,"$999,900 CAD",2+1 beds,2 baths
3093,36 Forest Manor Rd A02,"$828,800 CAD",2 beds,2 baths
3094,15 Northtown Way 323,"$658,000 CAD",1 beds,1 baths
3095,133 Hazelton Ave 407,"$1,300,000 CAD",1 beds,1 baths
3096,4 Spadina Ave 1801,"$530,000 CAD",1 beds,1 baths
3097,55 Ontario St 410,"$769,900 CAD",1+1 beds,1 baths
3098,101 Charles St 420,"$599,990 CAD",1 beds,1 baths
3099,458 Richmond St 1106,"$589,900 CAD",1 beds,1 baths
3100,271 Ridley Blvd 1208,"$799,000 CAD",2 beds,2 baths
3101,103 Barton Blvd,"$2,649,000 CAD",4 beds,5 baths
3102,3 Mcfarland St,"$1,299,900 CAD",2+2 beds,3 baths
3103,421230 Concession 6 Ndr Rd,"$499,000 CAD",3 beds,1 baths
3104,157 Harborn Tr,"$3,490,000 CAD",6 beds,5 baths
3105,16033 Mississauga Rd,"$8,500,000 CAD",6 beds,5 baths
3106,220 Brandon Ave 49,"$1,249,000 CAD",3 beds,3 baths
3107,920 Calder Rd,"$1,949,000 CAD",4 beds,2 baths
3108,1380 Tiny Beaches Rd,"$2,599,999 CAD",5 beds,4 baths
3109,129 Silver Birch Cres,"$1,473,000 CAD",2 beds,1 baths
3110,50 Cachet Pkwy,"$7,988,000 CAD",6+1 beds,9 baths
3111,7785 17th Sdrd,"$5,395,000 CAD",3 beds,4 baths
3112,100 Angus Glen Blvd,"$4,798,000 CAD",5+1 beds,5 baths
3113,4820 18th Sdrd,"$4,488,000 CAD",4 beds,5 baths
3114,101 Locke St 409,"$639,900 CAD",2 beds,2 baths
3115,55 Duke St 417,"$484,900 CAD",1+1 beds,1 baths
3116,1441 Elgin St 208,"$1,149,000 CAD",1+1 beds,2 baths
3117,21 Park St E St,"$749,000 CAD",1+1 beds,2 baths
3118,251 Manitoba St 2704,"$940,000 CAD",2+1 beds,2 baths
3119,3700 Kaneff Cres 2004,"$699,999 CAD",2 beds,2 baths
3120,1 Maison Parc Crt 217,"$652,000 CAD",2 beds,2 baths
3121,28 Tuscany Grande Dr,"$899,975 CAD",1+1 beds,3 baths
3122,50 Lakebreeze Dr 420,"$629,990 CAD",1+1 beds,2 baths
3123,50 Lakebreeze Dr 127,"$579,990 CAD",1+1 beds,1 baths
3124,1 Bloor St 3206,"$1,028,000 CAD",1+1 beds,1 baths
3125,65 St Mary St 4201,"$2,350,000 CAD",2+1 beds,2 baths
3126,225 Davenport Rd 212,"$939,000 CAD",2+1 beds,2 baths
3127,736 Spadina Ave Lph02,"$2,880,000 CAD",3+1 beds,3 baths
3128,75 The Esplanade St 2503,"$1,759,000 CAD",3 beds,2 baths
3129,38 Forest Manor Rd 519,"$779,900 CAD",2 beds,2 baths
3130,35 Hollywood Ave Ph 119,"$1,249,800 CAD",3 beds,2 baths
3131,1001 Bay St Ph02,"$1,399,900 CAD",2+1 beds,3 baths
3132,38 Forest Manor Rd 501,"$769,888 CAD",2 beds,2 baths
3133,7 Concorde Pl 1310,"$499,900 CAD",1 beds,1 baths
3134,238 Doris Ave 505,"$859,800 CAD",2 beds,2 baths
3135,148 Taylor Rd,"$1,450,000 CAD",4+1 beds,2 baths
3136,87 Westfield Dr,"$1,499,000 CAD",4+1 beds,4 baths
3137,123 Burbank Dr,"$3,288,000 CAD",2+2 beds,3 baths
3138,393 Dudley Ave,"$1,888,888 CAD",3 beds,4 baths
3139,6434 Bank St,"$499,000 CAD",4 beds,2 baths
3140,480 Chatham St,"$1,299,000 CAD",7 beds,4 baths
3141,5 Michael Power Pl 505,"$549,000 CAD",1 beds,1 baths
3142,170 Fort York Blvd 1612,"$635,000 CAD",1+1 beds,1 baths
3143,199 Richmond St 312,"$799,000 CAD",1+1 beds,1 baths
3144,909 Bay St 1109,"$1,550,000 CAD",3 beds,2 baths
3145,384 Grass Lake Rd,"$279,900 CAD",0 beds,0 baths
3146,2279 County Rd 7,"$999,000 CAD",0 beds,0 baths
3147,5377 Menzie St,"$599,000 CAD",3+1 beds,2 baths
3148,106 Juniper Isle Rd,"$799,999 CAD",1+1 beds,3 baths
3149,3 Rankin Ave,"$399,900 CAD",0 beds,0 baths
3150,85407 Grey 14 Rd,"$1,969,000 CAD",3+2 beds,2 baths
3151,322 Cosby Subdivision Rd,"$2,199,000 CAD",0 beds,0 baths
3152,4166 Marlbank Rd,"$1,899,000 CAD",0 beds,0 baths
3153,1664 Evangeline St,"$1,799,000 CAD",0 beds,0 baths
3154,4 Chloe St,"$759,990 CAD",4+1 beds,2 baths
3155,2594 Murphy Dr,"$1,097,000 CAD",5 beds,2 baths
3156,465 Adams Rd,"$669,999 CAD",4+2 beds,3 baths
3157,148 Rowntree Mill Rd,"$1,999,000 CAD",3+3 beds,2 baths
3158,166 Caledonia Rd,"$1,799,900 CAD",5+2 beds,5 baths
3159,13540 Kennedy Rd,"$11,900,000 CAD",4+1 beds,5 baths
3160,42 Lakeshore Rd,"$650,000 CAD",1 beds,1 baths
3161,148 Hillsview Dr,"$5,488,000 CAD",5+2 beds,9 baths
3162,81 Beck Dr,"$1,500,000 CAD",4+2 beds,3 baths
3163,1316 Apollo St Lot 32,"$1,220,000 CAD",3 beds,4 baths
3164,81 Maxome Ave,"$1,898,000 CAD",3 beds,2 baths
3165,7649 Green Vista Gate 143,"$899,000 CAD",3 beds,3 baths
3166,257 Hemlock St 613,"$325,000 CAD",0 beds,1 baths
3167,349 Rathburn Rd 1603,"$669,900 CAD",2 beds,2 baths
3168,100 Lakeshore Rd 907,"$1,495,000 CAD",2 beds,2 baths
3169,1300 Bloor St Ph10,"$1,199,800 CAD",3 beds,2 baths
3170,251 Manitoba St 138,"$769,990 CAD",1+1 beds,2 baths
3171,9255 Jane St 1106,"$1,048,800 CAD",2 beds,3 baths
3172,1 Falaise Rd 216,"$549,900 CAD",1+1 beds,2 baths
3173,60 Haslett Ave C102,"$1,019,000 CAD",2 beds,2 baths
3174,38 Iannuzzi St 1206,"$925,000 CAD",2 beds,2 baths
3175,6 Jackes Ave 614,"$2,100,000 CAD",2 beds,2 baths
3176,403 Church St 620,"$509,000 CAD",0 beds,1 baths
3177,160 The Donway 308,"$365,513 CAD",1 beds,1 baths
3178,40 Homewood Ave 714,"$509,000 CAD",1 beds,1 baths
3179,650 Lawrence Ave 816,"$738,800 CAD",2 beds,2 baths
3180,2 Sonic Way 1108,"$509,000 CAD",1 beds,1 baths
3181,50 Ordnance St 1612,"$898,000 CAD",2 beds,2 baths
3182,1101 Leslie St 2006,"$869,000 CAD",2 beds,2 baths
3183,19 Western Battery Rd 323,"$799,900 CAD",2+1 beds,2 baths
3184,5563 Wellington 86 Rd,"$1,999,900 CAD",5+4 beds,7 baths
3185,60 Sparrow Ave,"$2,550,000 CAD",5+2 beds,5 baths
3186,184 Cornelius Pkwy,"$1,299,990 CAD",3 beds,2 baths
3187,12548 Mclaughlin Rd,"$3,749,000 CAD",4+2 beds,2 baths
3188,38 Landscape Dr,"$1,729,000 CAD",4+2 beds,4 baths
3189,828 Mosley St,"$1,485,000 CAD",6 beds,6 baths
3190,158 Moneypenny Pl,"$1,369,000 CAD",3 beds,3 baths
3191,3622 Old Scugog Rd,"$4,250,000 CAD",3 beds,2 baths
3192,721 King St,"$1,600,000 CAD",7 beds,6 baths
3193,288 Markham St,"$1,899,000 CAD",5 beds,2 baths
3194,11 Dornfell St,"$3,548,888 CAD",4+2 beds,6 baths
3195,1219 Gordon St 608,"$629,000 CAD",4 beds,4 baths
3196,700 Constellation Dr 210,"$559,999 CAD",2+1 beds,2 baths
3197,234 Albion Rd 1501,"$399,900 CAD",2 beds,1 baths
3198,71 Old Mill Rd 306,"$1,250,000 CAD",2+1 beds,3 baths
3199,800 Kennedy Rd 206,"$449,900 CAD",3 beds,2 baths
3200,500 Sherbourne St 306,"$758,000 CAD",1+1 beds,1 baths
3201,111 St Clair Ave 1218,"$849,900 CAD",2 beds,2 baths
3202,52 Holmes Ave 15,"$1,158,800 CAD",2 beds,2 baths
3203,17 Dundonald St 1104,"$645,000 CAD",1 beds,1 baths
3204,1 Chedington Pl Ph 9C,"$6,995,000 CAD",2+1 beds,5 baths
3205,2181 Yonge St 2009,"$989,000 CAD",2+1 beds,2 baths
3206,32 Forest Manor Rd 402,"$794,500 CAD",2 beds,2 baths
3207,40 Mcadam Ave,"$1,648,000 CAD",3+2 beds,2 baths
3208,1 Mower Ave,"$2,680,000 CAD",4+1 beds,5 baths
3209,68 Crofting Cres,"$2,108,888 CAD",4 beds,4 baths
3210,14 York St 1012,"$598,000 CAD",1+1 beds,1 baths
3211,14 Morris Ave,"$699,000 CAD",3 beds,2 baths
3212,1057 Colonial Rd,"$699,000 CAD",4+1 beds,2 baths
3213,5 Isabella St,"$1,049,000 CAD",3 beds,1 baths
3214,41 Radlett Ave,"$2,348,800 CAD",4+2 beds,4 baths
3215,168 Regent Rd,"$1,349,000 CAD",3+3 beds,2 baths
3216,23 Shasta Dr,"$1,950,000 CAD",3+1 beds,2 baths
3217,9 Harrington Pl,"$2,299,000 CAD",3+1 beds,3 baths
3218,455 Mines Rd,"$1,850,000 CAD",3 beds,3 baths
3219,741 Norfolk County 19 E Rd,"$1,998,000 CAD",5 beds,4 baths
3220,6266 Chippewa Rd,"$2,200,000 CAD",3 beds,3 baths
3221,12125 Dimu Dr,"$799,900 CAD",3+1 beds,3 baths
3222,12871 Regional Road 25 Rd,"$6,000,000 CAD",3 beds,1 baths
3223,7 Bentgrass Lane,"$1,350,000 CAD",4 beds,3 baths
3224,8877 County Rd 91 Rd,"$2,200,000 CAD",0 beds,0 baths
3225,106 Spruce Ave,"$1,788,000 CAD",4 beds,4 baths
3226,1010 Metro Rd,"$899,900 CAD",3 beds,2 baths
3227,16 Ruden Cres,"$3,399,000 CAD",4 beds,4 baths
3228,65 Highland Cres 707,"$449,900 CAD",2 beds,1 baths
3229,349 Rathburn Rd 1008,"$559,900 CAD",1+1 beds,1 baths
3230,313 Aldergrove Dr,"$1,058,000 CAD",3 beds,3 baths
3231,2787 Eglinton Ave 1202,"$820,000 CAD",3 beds,3 baths
3232,181 Dundas St 1615,"$608,890 CAD",1+1 beds,1 baths
3233,66 Collier St Ph D,"$2,625,000 CAD",2 beds,2 baths
3234,66 Collier St Ph C,"$2,595,000 CAD",2 beds,2 baths
3235,25 Grenville St Lph1,"$599,000 CAD",1+1 beds,1 baths
3236,373 Front St 310,"$798,000 CAD",2+1 beds,1 baths
3237,10813 The Gore Rd,"$5,299,000 CAD",4+2 beds,4 baths
3238,42 Wilmont Dr,"$1,398,888 CAD",5+5 beds,3 baths
3239,11 Prince St,"$749,000 CAD",3 beds,2 baths
3240,106 Archer Ave,"$799,900 CAD",2 beds,2 baths
3241,44 Brock St,"$974,000 CAD",4 beds,2 baths
3242,1779 Line 10 Line,"$2,799,000 CAD",0 beds,0 baths
3243,15450 Sideroad 17,"$1,567,000 CAD",3 beds,2 baths
3244,3 Houdini Way,"$4,780,000 CAD",4+1 beds,4 baths
3245,21082 Dalton Rd,"$1,500,000 CAD",3 beds,3 baths
3246,1239 Woodbine Ave,"$1,199,900 CAD",2 beds,3 baths
3247,193 Soudan Ave,"$1,600,000 CAD",3 beds,2 baths
3248,325 Densmore Rd 103,"$629,900 CAD",2 beds,1 baths
3249,50 Bickerton Cres,"$1,998,888 CAD",4+3 beds,4 baths
3250,29 Coldwater Rd Orillia,"$599,999 CAD",5 beds,2 baths
3251,1611 Holborn Rd,"$8,500,000 CAD",4 beds,3 baths
3252,26 Thames Spring Cres,"$1,099,999 CAD",4 beds,4 baths
3253,8 Yorkleigh Ave South,"$1,637,000 CAD",0 beds,0 baths
3254,8 Yorkleigh Ave North,"$1,518,000 CAD",0 beds,0 baths
3255,8 Yorkleigh Ave,"$3,155,000 CAD",3+1 beds,3 baths
3256,19175 Ninth Line,"$8,900,000 CAD",4 beds,3 baths
3257,13 Schomberg Rd,"$1,650,000 CAD",2+1 beds,2 baths
3258,289 Farrell Rd,"$2,890,000 CAD",4 beds,5 baths
3259,215 Sherway Gdns 1006,"$564,500 CAD",1 beds,1 baths
3260,20 Starboard Rd,"$1,200,000 CAD",3 beds,3 baths
3261,161 Roehampton Ave 328,"$488,000 CAD",0 beds,1 baths
3262,70 Forest Manor Rd 3008,"$999,000 CAD",2 beds,2 baths
3263,1234 Howland Junction Rd,"$2,199,000 CAD",4 beds,1 baths
3264,1246 Howland Junction Rd,"$2,199,000 CAD",0 beds,0 baths
3265,1246 Howland Junction Rd,"$2,199,000 CAD",3 beds,2 baths
3266,111 Worsley St 901Gph1,"$677,000 CAD",2 beds,2 baths
3267,360 Bloor St 210,"$1,190,000 CAD",2 beds,3 baths
3268,120 Parliament St 1608,"$899,900 CAD",3 beds,2 baths
3269,33 Jeremy Dr,"$2,370,000 CAD",4 beds,4 baths
3270,29 Moore Park Ave,"$1,800,000 CAD",5+2 beds,4 baths
3271,21 Old 17th Ave,"$3,680,000 CAD",4 beds,3 baths
3272,4208 Dundas St 321,"$579,900 CAD",1+1 beds,1 baths
3273,90 Highland Dr,"$579,990 CAD",2 beds,2 baths
3274,12 York St Locker,"$4,990 CAD",0 beds,0 baths
3275,1280 Wellington St,"$5,000,000 CAD",4+3 beds,5 baths
3276,88 Fifeshire Rd,"$5,480,000 CAD",4+1 beds,4 baths
3277,36 Via Bagnato Ave 529,"$823,000 CAD",2 beds,2 baths
3278,66 Hawkridge Ave,"$3,980,000 CAD",5+2 beds,6 baths
3279,356 Swinburne Lane,"$159,900 CAD",0 beds,0 baths
3280,315076 3rd Line A Line,"$2,495,000 CAD",8 beds,5 baths
3281,124 Kendal Ave,"$4,200,000 CAD",6+3 beds,6 baths
3282,103 Roger St,"$679,000 CAD",2 beds,2 baths
3283,2220 Lakeshore Blvd 807,"$998,800 CAD",2+1 beds,2 baths
3284,60 Tannery Rd 716,"$649,900 CAD",1 beds,1 baths
3285,140 Honeywood Rd,"$1,599,000 CAD",4 beds,5 baths
3286,19 West Village Lane,"$1,900,000 CAD",3 beds,3 baths
3287,11 West Village Lane,"$1,950,000 CAD",3 beds,3 baths
3288,141 Main Unionville St,"$2,398,000 CAD",4 beds,3 baths
3289,57 Jones Ave,"$800,000 CAD",0 beds,0 baths
3290,15 Queen St 1415,"$414,000 CAD",1 beds,1 baths
3291,1001 Bay St 2104,"$1,179,000 CAD",2 beds,2 baths
3292,374 Joicey Blvd,"$2,249,000 CAD",2 beds,2 baths
3293,25 Somerville Cres,"$1,699,999 CAD",4 beds,3 baths
3294,78 Riverside Dr,"$1,299,900 CAD",6 beds,8 baths
3295,4136 Mcrae Park Rd,"$3,199,900 CAD",3+2 beds,6 baths
3296,20930 Dalton Rd,"$1,499,998 CAD",3 beds,2 baths
3297,15 Rebecca St,"$1,375,000 CAD",2 beds,2 baths
3298,57 Finch Ave 5,"$1,085,000 CAD",3 beds,3 baths
3299,955 Bay St 2312,"$723,000 CAD",1+1 beds,1 baths
3300,407 Victoria Ave,"$175,000 CAD",3 beds,1 baths
3301,270 Hayes St,"$169,000 CAD",2 beds,1 baths
3302,125 Waterview Common Crt,"$2,529,000 CAD",4 beds,3 baths
3303,23625 Mccowan Rd,"$3,999,000 CAD",2 beds,1 baths
3304,3897 Haynes St,"$2,890,000 CAD",3 beds,1 baths
3305,157 Tumblewood Pl,"$930,000 CAD",4 beds,3 baths
3306,569 James St,"$699,900 CAD",3+1 beds,3 baths
3307,3858 Aukland Ave,"$1,149,000 CAD",4 beds,3 baths
3308,155 Crestview Crt,"$2,300,000 CAD",5+1 beds,6 baths
3309,250 #56 Highway,"$449,900 CAD",0 beds,0 baths
3310,10 Moira St,"$389,000 CAD",3 beds,1 baths
3311,18693 The Gore Rd,"$1,375,000 CAD",0 beds,0 baths
3312,5386 Kirkfield Rd,"$1,099,999 CAD",6 beds,2 baths
3313,199 Silver Birch Ave,"$1,680,000 CAD",3 beds,4 baths
3314,271 Kent Cres,"$1,599,900 CAD",0 beds,0 baths
3315,423 Lake Dr,"$2,599,000 CAD",5+1 beds,3 baths
3316,6681 Main St,"$1,599,000 CAD",4 beds,2 baths
3317,29 Thelma Ave,"$1,999,999 CAD",3 beds,2 baths
3318,16 Bonnycastle St 4004,"$1,598,000 CAD",2+1 beds,3 baths
3319,14460 Centreville Creek Rd,"$3,600,000 CAD",3 beds,2 baths
3320,8 Poplar St,"$849,000 CAD",0 beds,0 baths
3321,69 Snively St,"$3,480,000 CAD",5+1 beds,5 baths
3322,4060 Lawrence Ave 111,"$439,900 CAD",3 beds,3 baths
3323,2 Aura Lake St,"$199,900 CAD",2 beds,1 baths
3324,3897 Haynes St,"$2,890,000 CAD",3 beds,1 baths
3325,98 Juneberry Rd,"$899,000 CAD",4+2 beds,5 baths
3326,1 Merchison Ave,"$699,000 CAD",3+1 beds,2 baths
3327,1651 Warren Dr,"$1,599,000 CAD",3+1 beds,4 baths
3328,180 Pumphouse Rd,"$1,999,999 CAD",0 beds,0 baths
3329,3350 Middle Rd,"$5,500,000 CAD",0 beds,0 baths
3330,7 Roseberry Rd,"$1,780,000 CAD",3+1 beds,4 baths
3331,117 Nelson Circ,"$1,988,000 CAD",4+2 beds,4 baths
3332,95 Pemberton Rd,"$2,395,000 CAD",4+1 beds,6 baths
3333,251 Manitoba St 130,"$925,000 CAD",2 beds,2 baths
